"filename", "language", "TypeScript", "JavaScript", "Markdown", "JSON", "HTML", "TypeScript JSX", "PostCSS", "XML", "JSON with Comments", "comment", "blank", "total"
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 15, 142
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 7, 60
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 7, 51
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 37
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 6, 57
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 6, 71
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 9, 80
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 31, 263
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 327, 0, 0, 0, 2, 37, 366
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 31
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 12
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 14, 123
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 19, 201
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 26, 179
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 6, 27
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 20, 257
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 7, 32
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 6, 45
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 6, 49
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 15, 161
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 5, 32
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 16, 141
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 697, 0, 0, 0, 12, 55, 764
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 5, 30
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 11, 118
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 8, 56
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 22
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 14, 132
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 4, 36
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 8, 31
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\app-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 295, 0, 0, 0, 34, 48, 377
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\enhanced-app-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 357, 0, 0, 0, 39, 58, 454
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\data\seed.ts", "TypeScript", 93, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 100
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-local-storage.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 39
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 5, 20
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-toast.ts", "TypeScript", 162, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 197
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useAuthenticationGuard.ts", "TypeScript", 363, 0, 0, 0, 0, 0, 0, 0, 0, 69, 82, 514
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useUserRole.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 76
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\i18n.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 21
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 49
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\scoreService.ts", "TypeScript", 274, 0, 0, 0, 0, 0, 0, 0, 0, 60, 43, 377
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\smartApiClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\useSmartApi.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\INTEGRATION_GUIDE.md", "Markdown", 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 81, 393
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\cookieService.ts", "TypeScript", 142, 0, 0, 0, 0, 0, 0, 0, 0, 39, 26, 207
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\debug-cookies.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 191
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.examples.ts", "TypeScript", 323, 0, 0, 0, 0, 0, 0, 0, 0, 102, 66, 491
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.test.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 162, 15, 232
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.ts", "TypeScript", 428, 0, 0, 0, 0, 0, 0, 0, 0, 88, 55, 571
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\README.md", "Markdown", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 68, 240
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\jwt.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 57
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshApiAdapter.ts", "TypeScript", 198, 0, 0, 0, 0, 0, 0, 0, 0, 39, 37, 274
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshTokenService.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 108
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\usageExamples.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 0, 61, 32, 240
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\loginService.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 26
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\rateLimiter.ts", "TypeScript", 223, 0, 0, 0, 0, 0, 0, 0, 0, 65, 39, 327
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\requireAuth.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 70
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\security-test.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 179
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\signupService.ts", "TypeScript", 333, 0, 0, 0, 0, 0, 0, 0, 0, 62, 46, 441
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateService.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 58
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\dev\environmentUtils.ts", "TypeScript", 248, 0, 0, 0, 0, 0, 0, 0, 0, 35, 39, 322
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllTasksService.ts", "TypeScript", 167, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 222
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\middleware\rateLimitMiddleware.ts", "TypeScript", 279, 0, 0, 0, 0, 0, 0, 0, 0, 50, 39, 368
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\navigation.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 13
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\prismaClient.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\scoreService.ts", "TypeScript", 353, 0, 0, 0, 0, 0, 0, 0, 0, 68, 53, 474
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\apiWrapper.ts", "TypeScript", 384, 0, 0, 0, 0, 0, 0, 0, 0, 67, 44, 495
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\inputValidator.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 37, 33, 230
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\rateLimitManager.ts", "TypeScript", 502, 0, 0, 0, 0, 0, 0, 0, 0, 42, 52, 596
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\roleValidation.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 0, 0, 0, 52, 26, 212
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\secureEndpoint.ts", "TypeScript", 429, 0, 0, 0, 0, 0, 0, 0, 0, 27, 55, 511
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\securityMiddleware.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 196
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils.ts", "TypeScript", 347, 0, 0, 0, 0, 0, 0, 0, 0, 62, 55, 464
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\ar.json", "JSON", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 1, 131
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\en.json", "JSON", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 1, 131
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\middleware-with-refresh.ts", "TypeScript", 205, 0, 0, 0, 0, 0, 0, 0, 0, 31, 37, 273
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\middleware.ts", "TypeScript", 222, 0, 0, 0, 0, 0, 0, 0, 0, 33, 39, 294
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\schemas\auth\login.schema.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\schemas\auth\signup.schema.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\types\index.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 102
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\tailwind.config.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 109
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-addtask-fetchauth.js", "JavaScript", 0, 171, 0, 0, 0, 0, 0, 0, 0, 15, 30, 216
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-admin-error-handling-improvements.js", "JavaScript", 0, 163, 0, 0, 0, 0, 0, 0, 0, 58, 22, 243
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-admin-only-access-control.js", "JavaScript", 0, 165, 0, 0, 0, 0, 0, 0, 0, 11, 26, 202
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-auth-flow.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 14, 16, 97
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-auto-login-fix.html", "HTML", 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 29, 296
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-auth-flow.js", "JavaScript", 0, 248, 0, 0, 0, 0, 0, 0, 0, 50, 44, 342
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-auth.js", "JavaScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 13, 18, 131
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-refresh-flow.html", "HTML", 0, 0, 0, 0, 531, 0, 0, 0, 0, 0, 59, 590
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-refresh-flow.js", "JavaScript", 0, 153, 0, 0, 0, 0, 0, 0, 0, 19, 26, 198
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-cookie-fix.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 9, 11, 75
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-cookie-security.js", "JavaScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 15, 27, 161
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enhanced-app-provider-compatibility.js", "JavaScript", 0, 242, 0, 0, 0, 0, 0, 0, 0, 17, 40, 299
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enhanced-signup.html", "HTML", 0, 0, 0, 0, 563, 0, 0, 0, 0, 0, 64, 627
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enterprise-architecture-complete.js", "JavaScript", 0, 348, 0, 0, 0, 0, 0, 0, 0, 46, 69, 463
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-fetchWithAuth-flow.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 11, 74
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-get-all-tasks-endpoint.js", "JavaScript", 0, 300, 0, 0, 0, 0, 0, 0, 0, 51, 51, 402
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-jwt.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 6, 27
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-logout-endpoint.html", "HTML", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 18, 208
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-phase2-integration.js", "JavaScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 20, 22, 113
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-quick-login.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 11, 14, 78
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-real-endpoint-integration.js", "JavaScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 14, 25, 172
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-refresh-endpoint.html", "HTML", 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 26, 293
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-role-based-access-control.js", "JavaScript", 0, 176, 0, 0, 0, 0, 0, 0, 0, 14, 27, 217
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-adjustments-vs-total.js", "JavaScript", 0, 103, 0, 0, 0, 0, 0, 0, 0, 11, 22, 136
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-endpoints.js", "JavaScript", 0, 396, 0, 0, 0, 0, 0, 0, 0, 62, 70, 528
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-fetching.html", "HTML", 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 27, 279
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-fetching.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 13, 19, 128
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-step1-token-status.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 7, 11, 71
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-step2-validation.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 8, 11, 63
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-task-completion-endpoints.js", "JavaScript", 0, 332, 0, 0, 0, 0, 0, 0, 0, 56, 56, 444
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-deletion-recovery.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 34, 17, 112
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-refresh-flow.js", "JavaScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 9, 15, 109
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-refresh.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-status-endpoint.js", "JavaScript", 0, 230, 0, 0, 0, 0, 0, 0, 0, 52, 46, 328
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 1, 28
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\vercel.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\why-secure-cookie-clearing.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 5, 5, 98
"Total", "-", 10253, 6972, 6800, 11382, 2387, 6785, 91, 5, 27, 6984, 6017, 57703
